id,description,md5,foxdog,hexdigits,lorem,punctuation,zebra
2442,removes all vowels from the string then add the word apples after every word in the string then make every other character in the string uppercase then remove all instances of the letter e from the string,268a34ffbf54ecf465b45608baf5812d,Th aPpLS QcK ApPlEs bRwN ApPlEs fX ApPlEs jMpS ApPlEs vR ApPlEs lZy aPpLS Dg! ApPlEs,0123456789BcDfBCDF aPpLS,"LrM ApPlEs pSm aPpLS DlR ApPlEs sT ApPlEs mT, aPpLS CnScTtR ApPlEs dPsCnG ApPlEs lT, aPpLS Sd aPpLS D ApPlEs sMd aPpLS TmPr aPpLS NcDdNt aPpLS T ApPlEs lBr aPpLS T ApPlEs dLr aPpLS MgN ApPlEs lQ. aPpLS T ApPlEs nM ApPlEs d aPpLS MnM ApPlEs vNm, ApPlEs qS ApPlEs nStRd aPpLS XrCtTn aPpLS LlMc aPpLS LbRs aPpLS Ns aPpLS T ApPlEs lQp aPpLS X ApPlEs cMmD ApPlEs cNsQt. ApPlEs DS ApPlEs t aPpLS Rr aPpLS DlR ApPlEs n aPpLS RpRhNdRt aPpLS N ApPlEs vLpTt aPpLS VlT ApPlEs sS ApPlEs cLlM ApPlEs dLr aPpLS FgT ApPlEs nLl aPpLS PrTr. ApPlEs xCpTr aPpLS SnT ApPlEs cCcT ApPlEs cPdTt aPpLS Nn aPpLS PrDnT, aPpLS SnT ApPlEs n aPpLS ClP ApPlEs q aPpLS FfC ApPlEs dSrNt aPpLS MlLt aPpLS Nm aPpLS D ApPlEs sT ApPlEs lBrM? aPpLS","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ aPpLS",Hw aPpLS QcKlY ApPlEs dFt aPpLS JmPnG ApPlEs zBrS ApPlEs vX! aPpLS
2443,removes all vowels from the string then add the word apples after every word in the string then make every other character in the string uppercase then remove every third character from the string,2e49676f0b62035ac21d22cd65ed9e83,h PpeSQc APls Rw APls X pPEsjMS pPEsvRAplE ly PpeSDg APls,124578BcfBDFaPLe,"rMAplE pm PpeSDl APls T pPEsmT apLS nSTt APls PsnGAplE l, PpeSSdaPLe DAplE sd PpeSTmr PpeSNcdN apLS  APls BraPLe TAplE dr PpeSMg APls Q.aPLe TAplE n APls  apLS nMAplE vm,AplE q APls Std PpeSXrtT apLS lM apLS bR apLS s PpeST pPEslQ apLS  APls Mm APls Nst.AplE D APls  apLS r PpeSDl APls  apLS pRNdt PpeSN pPEsvLTtaPLe VT pPEssSAplE clMAplE dr PpeSFg APls LlaPLe PTr APls Cpr PpeSSn APls Cc APls Pdt PpeSNnaPLe PDn, PpeSSn APls  apLS lPAplE qaPLe FC pPEsdSNtaPLe MLtaPLe N apLS  APls T pPEslBM?aPLe","""#%&()+,./;<>?[\^_{|~ PpeS",w PpeSQclYAplE dt PpeSJmnGAplE zrSAplE v! PpeS
2444,removes all vowels from the string then add the word apples after every word in the string then make every other character in the string uppercase then reverse the order of words in the string,ea022c3f37df94529b6d089105540263,ApPlEs Dg! aPpLeS lZy ApPlEs vR ApPlEs jMpS ApPlEs fX ApPlEs bRwN ApPlEs QcK aPpLeS Th,aPpLeS 0123456789BcDfBCDF,"aPpLeS lBrM? ApPlEs sT ApPlEs D aPpLeS Nm aPpLeS MlLt aPpLeS dSrNt ApPlEs FfC aPpLeS q ApPlEs ClP aPpLeS n ApPlEs SnT aPpLeS PrDnT, aPpLeS Nn aPpLeS cPdTt ApPlEs cCcT ApPlEs SnT aPpLeS xCpTr ApPlEs PrTr. aPpLeS nLl ApPlEs FgT aPpLeS dLr ApPlEs cLlM ApPlEs sS ApPlEs VlT aPpLeS vLpTt ApPlEs N aPpLeS RpRhNdRt aPpLeS n ApPlEs DlR aPpLeS Rr aPpLeS t ApPlEs DS ApPlEs cNsQt. ApPlEs cMmD ApPlEs X aPpLeS lQp ApPlEs T aPpLeS Ns aPpLeS LbRs aPpLeS LlMc aPpLeS XrCtTn aPpLeS nStRd ApPlEs qS ApPlEs vNm, ApPlEs MnM aPpLeS d ApPlEs nM ApPlEs T aPpLeS lQ. ApPlEs MgN aPpLeS dLr ApPlEs T aPpLeS lBr ApPlEs T aPpLeS NcDdNt aPpLeS TmPr aPpLeS sMd ApPlEs D aPpLeS Sd aPpLeS lT, ApPlEs dPsCnG ApPlEs CnScTtR aPpLeS mT, ApPlEs sT ApPlEs DlR aPpLeS pSm ApPlEs LrM","aPpLeS !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",aPpLeS vX! ApPlEs zBrS ApPlEs JmPnG aPpLeS dFt ApPlEs QcKlY aPpLeS Hw
2445,"removes all vowels from the string then add the word apples after every word in the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words",b6fe2ab88e66566243eb5ebf91e965ec,jMpS ApPlEs vR ApPlEs lZy aPpLeS Dg! ApPlEs,aPpLeS,"ApPlEs cNsQt. ApPlEs DS ApPlEs t aPpLeS Rr aPpLeS DlR ApPlEs n aPpLeS RpRhNdRt aPpLeS N ApPlEs vLpTt aPpLeS VlT ApPlEs sS ApPlEs cLlM ApPlEs dLr aPpLeS FgT ApPlEs nLl aPpLeS PrTr. ApPlEs xCpTr aPpLeS SnT ApPlEs cCcT ApPlEs cPdTt aPpLeS Nn aPpLeS PrDnT, aPpLeS SnT ApPlEs n aPpLeS ClP ApPlEs q aPpLeS FfC ApPlEs dSrNt aPpLeS MlLt aPpLeS Nm aPpLeS D ApPlEs sT ApPlEs lBrM? aPpLeS",aPpLeS,JmPnG ApPlEs zBrS ApPlEs vX! aPpLeS
2446,"removes all vowels from the string then add the word apples after every word in the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string",7e7de1ca96113e9c7fc8a06659fb6665,Th aPpLeS QcK ApPlEs bRwN ApPlEs fX ApPlEs jMpS ApPlEs vR ApPlEs lZy aPpLeS Dg ApPlEs,0123456789BcDfBCDF aPpLeS,"LrM ApPlEs pSm aPpLeS DlR ApPlEs sT ApPlEs mT, aPpLeS CnScTtR ApPlEs dPsCnG ApPlEs lT, aPpLeS Sd aPpLeS D ApPlEs sMd aPpLeS TmPr aPpLeS NcDdNt aPpLeS T ApPlEs lBr aPpLeS T ApPlEs dLr aPpLeS MgN ApPlEs lQ aPpLeS T ApPlEs nM ApPlEs d aPpLeS MnM ApPlEs vNm, ApPlEs qS ApPlEs nStRd aPpLeS XrCtTn aPpLeS LlMc aPpLeS LbRs aPpLeS Ns aPpLeS T ApPlEs lQp aPpLeS X ApPlEs cMmD ApPlEs cNsQt ApPlEs DS ApPlEs t aPpLeS Rr aPpLeS DlR ApPlEs n aPpLeS RpRhNdRt aPpLeS N ApPlEs vLpTt aPpLeS VlT ApPlEs sS ApPlEs cLlM ApPlEs dLr aPpLeS FgT ApPlEs nLl aPpLeS PrTr ApPlEs xCpTr aPpLeS SnT ApPlEs cCcT ApPlEs cPdTt aPpLeS Nn aPpLeS PrDnT, aPpLeS SnT ApPlEs n aPpLeS ClP ApPlEs q aPpLeS FfC ApPlEs dSrNt aPpLeS MlLt aPpLeS Nm aPpLeS D ApPlEs sT ApPlEs lBrM aPpLeS","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ aPpLeS",Hw aPpLeS QcKlY ApPlEs dFt aPpLeS JmPnG ApPlEs zBrS ApPlEs vX aPpLeS
2447,"removes all vowels from the string then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string",a0d67dd7a65f6e2ab73dd429d799e963,Th!apples!qck!apples!brwn!apples!fx!apples!jmps!apples!vr!apples!lzy!apples!dg!apples,0123456789bcdfBCDF!apples,"Lrm!apples!psm!apples!dlr!apples!st!apples!mt,!apples!cnscttr!apples!dpscng!apples!lt,!apples!sd!apples!d!apples!smd!apples!tmpr!apples!ncddnt!apples!t!apples!lbr!apples!t!apples!dlr!apples!mgn!apples!lq!apples!t!apples!nm!apples!d!apples!mnm!apples!vnm,!apples!qs!apples!nstrd!apples!xrcttn!apples!llmc!apples!lbrs!apples!ns!apples!t!apples!lqp!apples!x!apples!cmmd!apples!cnsqt!apples!Ds!apples!t!apples!rr!apples!dlr!apples!n!apples!rprhndrt!apples!n!apples!vlptt!apples!vlt!apples!ss!apples!cllm!apples!dlr!apples!fgt!apples!nll!apples!prtr!apples!xcptr!apples!snt!apples!ccct!apples!cpdtt!apples!nn!apples!prdnt,!apples!snt!apples!n!apples!clp!apples!q!apples!ffc!apples!dsrnt!apples!mllt!apples!nm!apples!d!apples!st!apples!lbrm!apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~!apples",Hw!apples!qckly!apples!dft!apples!jmpng!apples!zbrs!apples!vx!apples
2448,"removes all vowels from the string then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string",a1ab7affa8a0ce93e7f946ce15e155bc, apples qck apples brwn apples fx apples jmps apples vr apples lzy apples dg appl,23456789bcdfBCDF appl,"m apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd apples cnsqt apples Ds apples t apples rr apples dlr apples n apples rprhndrt apples n apples vlptt apples vlt apples ss apples cllm apples dlr apples fgt apples nll apples prtr apples xcptr apples snt apples ccct apples cpdtt apples nn apples prdnt, apples snt apples n apples clp apples q apples ffc apples dsrnt apples mllt apples nm apples d apples st apples lbrm appl","$%&'()*+,-/:;<=>@[\]^_`{|}~ appl", apples qckly apples dft apples jmpng apples zbrs apples vx appl
2449,"removes all vowels from the string then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string",308d78af634e588b69a36377e8bf652a,h ppesqc apls rw apls x ppesjms ppesvraple ly ppesdgaple,124578bcfBDFaple,"rmaple pm ppesdl apls t ppesmt apls nstt apls psngaple l, ppessdaple daple sd ppestmr ppesncdn apls  apls braple taple dr ppesmg apls q ppest ppesnmaple daple mm ppesvn, ppesqsaple ntr apls rctnaple lmcaple lrsaple n apls  apls qpaple xaple cmdaple csq apls s ppest ppesrraple dr ppesn ppesrphnrtaple naple vpt apls ltaple s apls ll apls lraple ft ppesnl apls rt apls cpr ppessn apls cc apls pdt ppesnnaple pdn, ppessn apls  apls lpaple qaple fc ppesdsntaple mltaple n apls  apls t ppeslbm ppes","#$&')*,-:;=>[\^_{|~ ppes",w ppesqclyaple dt ppesjmngaple zrsaple v apls
2450,"removes all vowels from the string then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters",2221c2590a247dcf641a15c1d5e18e7a,Th apples qck apples brwn apples fx apples,0123456789bc,"Lrm apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd app","""#$%&'()*+,-/:;<=>",Hw apples qckly apples dft apples 
2451,"removes all vowels from the string then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string then make every other character in the string uppercase",3d15fdec03e55fa1fcad7a026b85b736,Th aPpLeS QcK ApPlEs bRwN ApPlEs fX ApPlEs jMpS ApPlEs vR ApPlEs lZy aPpLeS Dg aPpLeS,0123456789BcDfBCDF aPpLeS,"LrM ApPlEs pSm aPpLeS DlR ApPlEs sT ApPlEs mT, aPpLeS CnScTtR ApPlEs dPsCnG ApPlEs lT, aPpLeS Sd aPpLeS D ApPlEs sMd aPpLeS TmPr aPpLeS NcDdNt aPpLeS T ApPlEs lBr aPpLeS T ApPlEs dLr aPpLeS MgN ApPlEs lQ ApPlEs t aPpLeS Nm aPpLeS D ApPlEs mNm aPpLeS VnM, aPpLeS Qs aPpLeS NsTrD ApPlEs xRcTtN ApPlEs lLmC ApPlEs lBrS ApPlEs nS ApPlEs t aPpLeS LqP ApPlEs x aPpLeS CmMd aPpLeS CnSqT ApPlEs DS ApPlEs t aPpLeS Rr aPpLeS DlR ApPlEs n aPpLeS RpRhNdRt aPpLeS N ApPlEs vLpTt aPpLeS VlT ApPlEs sS ApPlEs cLlM ApPlEs dLr aPpLeS FgT ApPlEs nLl aPpLeS PrTr aPpLeS XcPtR ApPlEs sNt aPpLeS CcCt aPpLeS CpDtT ApPlEs nN ApPlEs pRdNt, ApPlEs sNt aPpLeS N ApPlEs cLp aPpLeS Q ApPlEs fFc aPpLeS DsRnT ApPlEs mLlT ApPlEs nM ApPlEs d aPpLeS St aPpLeS LbRm aPpLeS","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ ApPlEs",Hw aPpLeS QcKlY ApPlEs dFt aPpLeS JmPnG ApPlEs zBrS ApPlEs vX ApPlEs
2452,removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string then remove the first and last two characters of the string,daf520af5c8b43fb0f451405addf3504,CkbRN x Mp V  zY,4578BcfB,"Ps DR t T,cNCtr PsnGLt S dsM tpRNcdN tlB tdL mn Q.t M  MM nM q NTr XCtn Lm LRsnST qPX cMD nST.DST r Lrn PrnDT  VPt VT s Ll DR fG nl Rt. Cpr NtcCT pDT n Rdt,Sn NCl QFf DRn MLtnMD t B","%&()+,./;<>?[\^_{",Cky FtjMNgzBS 
2453,"removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string then drop the last half of the string, as computed by characters",1e356b7475ee8e85ac8c3e0650ba39a0,h CkbRN x ,124578,"rMPs DR t T,cNCtr PsnGLt S dsM tpRNcdN tlB tdL mn Q.t M  MM nM q NTr XCtn Lm LRsnST qPX cMD ","""#%&()+,./",w Cky Ftj
2454,removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string then replace spaces with triple spaces,ae00e591c9b7b85f1e1942021f414aa0,h   CkbRN   x   Mp   V      zYDg,124578BcfBDF,"rMPs   DR   t   T,cNCtr   PsnGLt   S   dsM   tpRNcdN   tlB   tdL   mn   Q.t   M      MM   nM   q   NTr   XCtn   Lm   LRsnST   qPX   cMD   nST.DST   r   Lrn   PrnDT      VPt   VT   s   Ll   DR   fG   nl   Rt.   Cpr   NtcCT   pDT   n   Rdt,Sn   NCl   QFf   DRn   MLtnMD   t   Br?","""#%&()+,./;<>?[\^_{|~",w   Cky   FtjMNgzBS   x!
2455,removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string then reverse the order of words in the string,8cff8caf622c276277aaa8d7df0b3d0f,zYDg V Mp x CkbRN h,124578BcfBDF,"Br? t MLtnMD DRn QFf NCl Rdt,Sn n pDT NtcCT Cpr Rt. nl fG DR Ll s VT VPt PrnDT Lrn r nST.DST cMD qPX LRsnST Lm XCtn NTr q nM MM M Q.t mn tdL tlB tpRNcdN dsM S PsnGLt T,cNCtr t DR rMPs","""#%&()+,./;<>?[\^_{|~",x! FtjMNgzBS Cky w
2456,"removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string then drop the first half of the string, as computed by number of words",514ff3ea2ec1edf813a0092bb4202493,Mp V zYDg,124578BcfBDF,"nST.DST r Lrn PrnDT VPt VT s Ll DR fG nl Rt. Cpr NtcCT pDT n Rdt,Sn NCl QFf DRn MLtnMD t Br?","""#%&()+,./;<>?[\^_{|~",FtjMNgzBS x!
2457,removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string then add the word apples after every word in the string,d6a857caa0829c9f63cc1a56693d04df,h apples CkbRN apples x apples Mp apples V apples zYDg apples,124578BcfBDF apples,"rMPs apples DR apples t apples T,cNCtr apples PsnGLt apples S apples dsM apples tpRNcdN apples tlB apples tdL apples mn apples Q.t apples M apples MM apples nM apples q apples NTr apples XCtn apples Lm apples LRsnST apples qPX apples cMD apples nST.DST apples r apples Lrn apples PrnDT apples VPt apples VT apples s apples Ll apples DR apples fG apples nl apples Rt. apples Cpr apples NtcCT apples pDT apples n apples Rdt,Sn apples NCl apples QFf apples DRn apples MLtnMD apples t apples Br? apples","""#%&()+,./;<>?[\^_{|~ apples",w apples Cky apples FtjMNgzBS apples x! apples
2458,"removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string then delete all excamation points, question marks, and periods from the string",9063c3d0fd4f02593809928f5cffcab0,h CkbRN x Mp V  zYDg,124578BcfBDF,"rMPs DR t T,cNCtr PsnGLt S dsM tpRNcdN tlB tdL mn Qt M  MM nM q NTr XCtn Lm LRsnST qPX cMD nSTDST r Lrn PrnDT  VPt VT s Ll DR fG nl Rt Cpr NtcCT pDT n Rdt,Sn NCl QFf DRn MLtnMD t Br","""#%&()+,/;<>[\^_{|~",w Cky FtjMNgzBS x
2459,removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then replace all spaces with exclamation points in the string,506ec694b7ca72519bee5e0964a5eab8,Dg!!LzY!Vr!jMpS!Fx!bRwN!qCk!Th,0123456789BcDfBCDF,"lBrM?!St!D!nM!MlLt!DsRnT!FfC!Q!ClP!N!SnT!pRdNt,!Nn!CpDtT!cCcT!sNt!xCpTr!pRtR.!nLl!fGt!DlR!cLlM!Ss!VlT!VlPtT!N!rPrHnDrT!n!dLr!Rr!T!DS!CnSqT.!cMmD!X!LqP!T!nS!LbRs!lLmC!XrCtTn!NsTrD!qS!VnM,!MnM!D!nM!t!lQ.!mGn!dLr!t!lBr!t!NcDdNt!tMpR!sMd!d!Sd!Lt,!dPsCnG!cNsCtTr!mT,!St!DlR!PsM!LrM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Vx!!zBrS!jMpNg!dFt!qCkLy!Hw
2460,removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then remove the first and last two characters of the string,0c55aebe8749b4d268b7d885df1d8cef,! LzY Vr jMpS Fx bRwN qCk ,23456789BcDfBC,"rM? St D nM MlLt DsRnT FfC Q ClP N SnT pRdNt, Nn CpDtT cCcT sNt xCpTr pRtR. nLl fGt DlR cLlM Ss VlT VlPtT N rPrHnDrT n dLr Rr T DS CnSqT. cMmD X LqP T nS LbRs lLmC XrCtTn NsTrD qS VnM, MnM D nM t lQ. mGn dLr t lBr t NcDdNt tMpR sMd d Sd Lt, dPsCnG cNsCtTr mT, St DlR PsM L","#$%&'()*+,-./:;<=>?@[\]^_`{|",! zBrS jMpNg dFt qCkLy 
2461,removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then remove every third character from the string,44c82cb8ccfecf961d9e1ae33f4f7b24,g!Lz V jpSFxbRN CkTh,124578BcfBDF,"Br? t  n MLtDsnTFf QCl NSn pdN, n pDT Cc st Cpr Rt. LlfG DR Ll S VT lPT  rrHDr ndL R TDSCnqT cmDX qPT S bR lmCXrtT NTr q VM,Mn DnMt Q.mG dr  lr  NDdt Mp sd  S L, PsnGcNCtr T,StDl PM rM","""#%&()+,./;<>?[\^_{|~",x!zBS Mpg FtqCLyHw
2462,"removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then drop the last half of the string, as computed by characters",9b65c867d781889d8cc5655073d39a37,Dg! LzY Vr jMpS,012345678,"lBrM? St D nM MlLt DsRnT FfC Q ClP N SnT pRdNt, Nn CpDtT cCcT sNt xCpTr pRtR. nLl fGt DlR cLlM Ss VlT VlPtT N rPrHnDrT n dLr Rr T DS CnSqT","!""#$%&'()*+,-./:",Vx! zBrS jMpN
2463,removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then replace spaces with triple spaces,364ae6ed1fbecff27836c0fd813332f6,Dg!   LzY   Vr   jMpS   Fx   bRwN   qCk   Th,0123456789BcDfBCDF,"lBrM?   St   D   nM   MlLt   DsRnT   FfC   Q   ClP   N   SnT   pRdNt,   Nn   CpDtT   cCcT   sNt   xCpTr   pRtR.   nLl   fGt   DlR   cLlM   Ss   VlT   VlPtT   N   rPrHnDrT   n   dLr   Rr   T   DS   CnSqT.   cMmD   X   LqP   T   nS   LbRs   lLmC   XrCtTn   NsTrD   qS   VnM,   MnM   D   nM   t   lQ.   mGn   dLr   t   lBr   t   NcDdNt   tMpR   sMd   d   Sd   Lt,   dPsCnG   cNsCtTr   mT,   St   DlR   PsM   LrM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Vx!   zBrS   jMpNg   dFt   qCkLy   Hw
2464,"removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then drop the first half of the string, as computed by number of words",1c10051d2e5d8c8fa23bf021eef95379,Fx bRwN qCk Th,0123456789BcDfBCDF,"cMmD X LqP T nS LbRs lLmC XrCtTn NsTrD qS VnM, MnM D nM t lQ. mGn dLr t lBr t NcDdNt tMpR sMd d Sd Lt, dPsCnG cNsCtTr mT, St DlR PsM LrM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",dFt qCkLy Hw
2465,removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then add the word apples after every word in the string,f37eb28cb2feed949699e42a6481f8a1,Dg! apples LzY apples Vr apples jMpS apples Fx apples bRwN apples qCk apples Th apples,0123456789BcDfBCDF apples,"lBrM? apples St apples D apples nM apples MlLt apples DsRnT apples FfC apples Q apples ClP apples N apples SnT apples pRdNt, apples Nn apples CpDtT apples cCcT apples sNt apples xCpTr apples pRtR. apples nLl apples fGt apples DlR apples cLlM apples Ss apples VlT apples VlPtT apples N apples rPrHnDrT apples n apples dLr apples Rr apples T apples DS apples CnSqT. apples cMmD apples X apples LqP apples T apples nS apples LbRs apples lLmC apples XrCtTn apples NsTrD apples qS apples VnM, apples MnM apples D apples nM apples t apples lQ. apples mGn apples dLr apples t apples lBr apples t apples NcDdNt apples tMpR apples sMd apples d apples Sd apples Lt, apples dPsCnG apples cNsCtTr apples mT, apples St apples DlR apples PsM apples LrM apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",Vx! apples zBrS apples jMpNg apples dFt apples qCkLy apples Hw apples
2466,"removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string then delete all excamation points, question marks, and periods from the string",02fae2850a65bb097b2764c961262562,Dg LzY Vr jMpS Fx bRwN qCk Th,0123456789BcDfBCDF,"lBrM St D nM MlLt DsRnT FfC Q ClP N SnT pRdNt, Nn CpDtT cCcT sNt xCpTr pRtR nLl fGt DlR cLlM Ss VlT VlPtT N rPrHnDrT n dLr Rr T DS CnSqT cMmD X LqP T nS LbRs lLmC XrCtTn NsTrD qS VnM, MnM D nM t lQ mGn dLr t lBr t NcDdNt tMpR sMd d Sd Lt, dPsCnG cNsCtTr mT, St DlR PsM LrM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",Vx zBrS jMpNg dFt qCkLy Hw
2467,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string",e53f6d3d0af0be114dfe3b57829c7dbb,jMpS!Vr!LzY!Dg!,0123456789BcDfBCDF,"cMmD!CnSqT.!DS!T!Rr!dLr!n!rPrHnDrT!N!VlPtT!VlT!Ss!cLlM!DlR!fGt!nLl!pRtR.!xCpTr!sNt!cCcT!CpDtT!Nn!pRdNt,!SnT!N!ClP!Q!FfC!DsRnT!MlLt!nM!D!St!lBrM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",jMpNg!zBrS!Vx!
2468,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string",e6a3db650b2fbe0a0d16601a66185bcd,pS Vr LzY D,23456789BcDfBC,"mD CnSqT. DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR fGt nLl pRtR. xCpTr sNt cCcT CpDtT Nn pRdNt, SnT N ClP Q FfC DsRnT MlLt nM D St lBr","#$%&'()*+,-./:;<=>?@[\]^_`{|",pNg zBrS V
2469,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then remove every third character from the string",539094925604370c55623fd7bfe5c3ee,Mp V LY g!,124578BcfBDF,Mm CSq. S  R dr  rrHDr NVltTVl S clMDl ft LlpRR.xCTrsN ccTCptTNnpRNt ST  CP  FC sRT lL n DStlBM?,"""#%&()+,./;<>?[\^_{|~",Mpg Br V!
2470,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters",7e6ad37f98851efd79891290f6e8423e,jMpS Vr,012345678,cMmD CnSqT. DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR fGt nLl pRtR.,"!""#$%&'()*+,-./:",jMpNg z
2471,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then replace spaces with triple spaces",15b1e44a184c6d0a0c2f554110331bab,jMpS   Vr   LzY   Dg!,0123456789BcDfBCDF,"cMmD   CnSqT.   DS   T   Rr   dLr   n   rPrHnDrT   N   VlPtT   VlT   Ss   cLlM   DlR   fGt   nLl   pRtR.   xCpTr   sNt   cCcT   CpDtT   Nn   pRdNt,   SnT   N   ClP   Q   FfC   DsRnT   MlLt   nM   D   St   lBrM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",jMpNg   zBrS   Vx!
2472,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then reverse the order of words in the string",553a85d62136e6ef13c69571ce70f585,Dg! LzY Vr jMpS,0123456789BcDfBCDF,"lBrM? St D nM MlLt DsRnT FfC Q ClP N SnT pRdNt, Nn CpDtT cCcT sNt xCpTr pRtR. nLl fGt DlR cLlM Ss VlT VlPtT N rPrHnDrT n dLr Rr T DS CnSqT. cMmD","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Vx! zBrS jMpNg
2473,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then add the word apples after every word in the string",d0c73659a7db7a170e3cd8ebad20ce06,jMpS apples Vr apples LzY apples Dg! apples,0123456789BcDfBCDF apples,"cMmD apples CnSqT. apples DS apples T apples Rr apples dLr apples n apples rPrHnDrT apples N apples VlPtT apples VlT apples Ss apples cLlM apples DlR apples fGt apples nLl apples pRtR. apples xCpTr apples sNt apples cCcT apples CpDtT apples Nn apples pRdNt, apples SnT apples N apples ClP apples Q apples FfC apples DsRnT apples MlLt apples nM apples D apples St apples lBrM? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",jMpNg apples zBrS apples Vx! apples
2474,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words then delete all excamation points, question marks, and periods from the string",a2966e459833008be86164415f3831d2,jMpS Vr LzY Dg,0123456789BcDfBCDF,"cMmD CnSqT DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR fGt nLl pRtR xCpTr sNt cCcT CpDtT Nn pRdNt, SnT N ClP Q FfC DsRnT MlLt nM D St lBrM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",jMpNg zBrS Vx
