id,description,md5,foxdog,hexdigits,lorem,punctuation,whitespace,zebra
355,"removes all vowels from the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string",9f602eacc122f4a967cef11a6f38f0ea,ps vr lzy d,23456789bcdfBC,"md cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr fgt nll prtr. xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbr","#$%&'()*+,-./:;<=>?@[\]^_`{|",,png zbrs v
356,"removes all vowels from the string then drop the first half of the string, as computed by number of words then remove every third character from the string",b4beef0b4d53ed90375e36855e312b0c,mp v ly g!,124578bcfBDF,mm csq. s  r dr  rrhdr nvlttvl s clmdl ft llprr.xctrsn cctcpttnnprnt st  cp  fc srt ll n dstlbm?,"""#%&()+,./;<>?[\^_{|~",,mpg br v!
357,"removes all vowels from the string then drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters",1b6860e2fd13316fd671f3f645fb04b5,jmps vr,012345678,cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr fgt nll prtr.,"!""#$%&'()*+,-./:",,jmpng z
358,"removes all vowels from the string then drop the first half of the string, as computed by number of words then replace spaces with triple spaces",ccc1f8152a0716787950fd1a0563cbdc,jmps   vr   lzy   dg!,0123456789bcdfBCDF,"cmmd   cnsqt.   Ds   t   rr   dlr   n   rprhndrt   n   vlptt   vlt   ss   cllm   dlr   fgt   nll   prtr.   xcptr   snt   ccct   cpdtt   nn   prdnt,   snt   n   clp   q   ffc   dsrnt   mllt   nm   d   st   lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jmpng   zbrs   vx!
359,"removes all vowels from the string then drop the first half of the string, as computed by number of words then reverse the order of words in the string",833b215b204d43240334f6a16f098762,dg! lzy vr jmps,0123456789bcdfBCDF,"lbrm? st d nm mllt dsrnt ffc q clp n snt prdnt, nn cpdtt ccct snt xcptr prtr. nll fgt dlr cllm ss vlt vlptt n rprhndrt n dlr rr t Ds cnsqt. cmmd","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,vx! zbrs jmpng
360,"removes all vowels from the string then drop the first half of the string, as computed by number of words then add the word apples after every word in the string",707101a0ae7a865e51e809932644fcc8,jmps apples vr apples lzy apples dg! apples,0123456789bcdfBCDF apples,"cmmd apples cnsqt. apples Ds apples t apples rr apples dlr apples n apples rprhndrt apples n apples vlptt apples vlt apples ss apples cllm apples dlr apples fgt apples nll apples prtr. apples xcptr apples snt apples ccct apples cpdtt apples nn apples prdnt, apples snt apples n apples clp apples q apples ffc apples dsrnt apples mllt apples nm apples d apples st apples lbrm? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",,jmpng apples zbrs apples vx! apples
361,"removes all vowels from the string then drop the first half of the string, as computed by number of words then make every other character in the string uppercase",6185ee7c260b9fb00e222fccb9d3d930,JmPs vR LzY Dg!,0123456789BcDfBCDF,"CmMd cNsQt. Ds t rR DlR N RpRhNdRt n vLpTt vLt sS ClLm dLr fGt nLl pRtR. xCpTr sNt cCcT CpDtT Nn pRdNt, SnT N ClP Q FfC DsRnT MlLt nM D St lBrM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,JmPnG ZbRs vX!
362,"removes all vowels from the string then drop the first half of the string, as computed by number of words then delete all excamation points, question marks, and periods from the string",18052db8ea215a43d4bd0bb7b41bfd32,jmps vr lzy dg,0123456789bcdfBCDF,"cmmd cnsqt Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr fgt nll prtr xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",,jmpng zbrs vx
363,removes all vowels from the string then add the word apples after every word in the string then remove all instances of the letter e from the string,9ec9399a413a4da2f312dbb89e338feb,Th appls qck appls brwn appls fx appls jmps appls vr appls lzy appls dg! appls,0123456789bcdfBCDF appls,"Lrm appls psm appls dlr appls st appls mt, appls cnscttr appls dpscng appls lt, appls sd appls d appls smd appls tmpr appls ncddnt appls t appls lbr appls t appls dlr appls mgn appls lq. appls t appls nm appls d appls mnm appls vnm, appls qs appls nstrd appls xrcttn appls llmc appls lbrs appls ns appls t appls lqp appls x appls cmmd appls cnsqt. appls Ds appls t appls rr appls dlr appls n appls rprhndrt appls n appls vlptt appls vlt appls ss appls cllm appls dlr appls fgt appls nll appls prtr. appls xcptr appls snt appls ccct appls cpdtt appls nn appls prdnt, appls snt appls n appls clp appls q appls ffc appls dsrnt appls mllt appls nm appls d appls st appls lbrm? appls","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appls",,Hw appls qckly appls dft appls jmpng appls zbrs appls vx! appls
364,removes all vowels from the string then add the word apples after every word in the string then replace all spaces with exclamation points in the string,a24f260e3e9a5dcd42e865a25e8e46ce,Th!apples!qck!apples!brwn!apples!fx!apples!jmps!apples!vr!apples!lzy!apples!dg!!apples,0123456789bcdfBCDF!apples,"Lrm!apples!psm!apples!dlr!apples!st!apples!mt,!apples!cnscttr!apples!dpscng!apples!lt,!apples!sd!apples!d!apples!smd!apples!tmpr!apples!ncddnt!apples!t!apples!lbr!apples!t!apples!dlr!apples!mgn!apples!lq.!apples!t!apples!nm!apples!d!apples!mnm!apples!vnm,!apples!qs!apples!nstrd!apples!xrcttn!apples!llmc!apples!lbrs!apples!ns!apples!t!apples!lqp!apples!x!apples!cmmd!apples!cnsqt.!apples!Ds!apples!t!apples!rr!apples!dlr!apples!n!apples!rprhndrt!apples!n!apples!vlptt!apples!vlt!apples!ss!apples!cllm!apples!dlr!apples!fgt!apples!nll!apples!prtr.!apples!xcptr!apples!snt!apples!ccct!apples!cpdtt!apples!nn!apples!prdnt,!apples!snt!apples!n!apples!clp!apples!q!apples!ffc!apples!dsrnt!apples!mllt!apples!nm!apples!d!apples!st!apples!lbrm?!apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~!apples",,Hw!apples!qckly!apples!dft!apples!jmpng!apples!zbrs!apples!vx!!apples
365,removes all vowels from the string then add the word apples after every word in the string then remove the first and last two characters of the string,6d44899e959797ee5b2d8dbdf4ac7fc0, apples qck apples brwn apples fx apples jmps apples vr apples lzy apples dg! appl,23456789bcdfBCDF appl,"m apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq. apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd apples cnsqt. apples Ds apples t apples rr apples dlr apples n apples rprhndrt apples n apples vlptt apples vlt apples ss apples cllm apples dlr apples fgt apples nll apples prtr. apples xcptr apples snt apples ccct apples cpdtt apples nn apples prdnt, apples snt apples n apples clp apples q apples ffc apples dsrnt apples mllt apples nm apples d apples st apples lbrm? appl","#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appl",, apples qckly apples dft apples jmpng apples zbrs apples vx! appl
366,removes all vowels from the string then add the word apples after every word in the string then remove every third character from the string,d87fed2eb97c50c800d010720df96774,h ppesqc apls rw apls x ppesjms ppesvraple ly ppesdg apls,124578bcfBDFaple,"rmaple pm ppesdl apls t ppesmt apls nstt apls psngaple l, ppessdaple daple sd ppestmr ppesncdn apls  apls braple taple dr ppesmg apls q.aple taple n apls  apls nmaple vm,aple q apls std ppesxrtt apls lm apls br apls s ppest ppeslq apls  apls mm apls nst.aple D apls  apls r ppesdl apls  apls prndt ppesn ppesvlttaple vt ppesssaple clmaple dr ppesfg apls llaple ptr apls cpr ppessn apls cc apls pdt ppesnnaple pdn, ppessn apls  apls lpaple qaple fc ppesdsntaple mltaple n apls  apls t ppeslbm?aple","""#%&()+,./;<>?[\^_{|~ ppes",,w ppesqclyaple dt ppesjmngaple zrsaple v! ppes
367,"removes all vowels from the string then add the word apples after every word in the string then drop the last half of the string, as computed by characters",0a03d3f38a64303ad6ec27f7bfedbad7,Th apples qck apples brwn apples fx apples ,0123456789bc,"Lrm apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq. apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd appl","!""#$%&'()*+,-./:;<=",,Hw apples qckly apples dft apples 
368,removes all vowels from the string then add the word apples after every word in the string then replace spaces with triple spaces,e69d7ddcaec7b977a949bd60a30cb91e,Th   apples   qck   apples   brwn   apples   fx   apples   jmps   apples   vr   apples   lzy   apples   dg!   apples,0123456789bcdfBCDF   apples,"Lrm   apples   psm   apples   dlr   apples   st   apples   mt,   apples   cnscttr   apples   dpscng   apples   lt,   apples   sd   apples   d   apples   smd   apples   tmpr   apples   ncddnt   apples   t   apples   lbr   apples   t   apples   dlr   apples   mgn   apples   lq.   apples   t   apples   nm   apples   d   apples   mnm   apples   vnm,   apples   qs   apples   nstrd   apples   xrcttn   apples   llmc   apples   lbrs   apples   ns   apples   t   apples   lqp   apples   x   apples   cmmd   apples   cnsqt.   apples   Ds   apples   t   apples   rr   apples   dlr   apples   n   apples   rprhndrt   apples   n   apples   vlptt   apples   vlt   apples   ss   apples   cllm   apples   dlr   apples   fgt   apples   nll   apples   prtr.   apples   xcptr   apples   snt   apples   ccct   apples   cpdtt   apples   nn   apples   prdnt,   apples   snt   apples   n   apples   clp   apples   q   apples   ffc   apples   dsrnt   apples   mllt   apples   nm   apples   d   apples   st   apples   lbrm?   apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~   apples",,Hw   apples   qckly   apples   dft   apples   jmpng   apples   zbrs   apples   vx!   apples
369,removes all vowels from the string then add the word apples after every word in the string then reverse the order of words in the string,1a3dc7fe258d33b9097266e1cacd6874,apples dg! apples lzy apples vr apples jmps apples fx apples brwn apples qck apples Th,apples 0123456789bcdfBCDF,"apples lbrm? apples st apples d apples nm apples mllt apples dsrnt apples ffc apples q apples clp apples n apples snt apples prdnt, apples nn apples cpdtt apples ccct apples snt apples xcptr apples prtr. apples nll apples fgt apples dlr apples cllm apples ss apples vlt apples vlptt apples n apples rprhndrt apples n apples dlr apples rr apples t apples Ds apples cnsqt. apples cmmd apples x apples lqp apples t apples ns apples lbrs apples llmc apples xrcttn apples nstrd apples qs apples vnm, apples mnm apples d apples nm apples t apples lq. apples mgn apples dlr apples t apples lbr apples t apples ncddnt apples tmpr apples smd apples d apples sd apples lt, apples dpscng apples cnscttr apples mt, apples st apples dlr apples psm apples Lrm","apples !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,apples vx! apples zbrs apples jmpng apples dft apples qckly apples Hw
370,"removes all vowels from the string then add the word apples after every word in the string then drop the first half of the string, as computed by number of words",53f8096a8b298f023c54e628cf6efb62,jmps apples vr apples lzy apples dg! apples,apples,"apples cnsqt. apples Ds apples t apples rr apples dlr apples n apples rprhndrt apples n apples vlptt apples vlt apples ss apples cllm apples dlr apples fgt apples nll apples prtr. apples xcptr apples snt apples ccct apples cpdtt apples nn apples prdnt, apples snt apples n apples clp apples q apples ffc apples dsrnt apples mllt apples nm apples d apples st apples lbrm? apples",apples,,jmpng apples zbrs apples vx! apples
371,removes all vowels from the string then add the word apples after every word in the string then make every other character in the string uppercase,6a26a5b5befcd726d39b720574350dfb,Th aPpLeS QcK ApPlEs bRwN ApPlEs fX ApPlEs jMpS ApPlEs vR ApPlEs lZy aPpLeS Dg! ApPlEs,0123456789BcDfBCDF aPpLeS,"LrM ApPlEs pSm aPpLeS DlR ApPlEs sT ApPlEs mT, aPpLeS CnScTtR ApPlEs dPsCnG ApPlEs lT, aPpLeS Sd aPpLeS D ApPlEs sMd aPpLeS TmPr aPpLeS NcDdNt aPpLeS T ApPlEs lBr aPpLeS T ApPlEs dLr aPpLeS MgN ApPlEs lQ. aPpLeS T ApPlEs nM ApPlEs d aPpLeS MnM ApPlEs vNm, ApPlEs qS ApPlEs nStRd aPpLeS XrCtTn aPpLeS LlMc aPpLeS LbRs aPpLeS Ns aPpLeS T ApPlEs lQp aPpLeS X ApPlEs cMmD ApPlEs cNsQt. ApPlEs DS ApPlEs t aPpLeS Rr aPpLeS DlR ApPlEs n aPpLeS RpRhNdRt aPpLeS N ApPlEs vLpTt aPpLeS VlT ApPlEs sS ApPlEs cLlM ApPlEs dLr aPpLeS FgT ApPlEs nLl aPpLeS PrTr. ApPlEs xCpTr aPpLeS SnT ApPlEs cCcT ApPlEs cPdTt aPpLeS Nn aPpLeS PrDnT, aPpLeS SnT ApPlEs n aPpLeS ClP ApPlEs q aPpLeS FfC ApPlEs dSrNt aPpLeS MlLt aPpLeS Nm aPpLeS D ApPlEs sT ApPlEs lBrM? aPpLeS","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ aPpLeS",,Hw aPpLeS QcKlY ApPlEs dFt aPpLeS JmPnG ApPlEs zBrS ApPlEs vX! aPpLeS
372,"removes all vowels from the string then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string",288166a14997ee62879c8c2d0e356b27,Th apples qck apples brwn apples fx apples jmps apples vr apples lzy apples dg apples,0123456789bcdfBCDF apples,"Lrm apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd apples cnsqt apples Ds apples t apples rr apples dlr apples n apples rprhndrt apples n apples vlptt apples vlt apples ss apples cllm apples dlr apples fgt apples nll apples prtr apples xcptr apples snt apples ccct apples cpdtt apples nn apples prdnt, apples snt apples n apples clp apples q apples ffc apples dsrnt apples mllt apples nm apples d apples st apples lbrm apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ apples",,Hw apples qckly apples dft apples jmpng apples zbrs apples vx apples
373,removes all vowels from the string then make every other character in the string uppercase then remove every third character from the string,b9716a1080f880da76a09a22f2700389,h CkbRN x Mp V  zYDg,124578BcfBDF,"rMPs DR t T,cNCtr PsnGLt S dsM tpRNcdN tlB tdL mn Q.t M  MM nM q NTr XCtn Lm LRsnST qPX cMD nST.DST r Lrn PrnDT  VPt VT s Ll DR fG nl Rt. Cpr NtcCT pDT n Rdt,Sn NCl QFf DRn MLtnMD t Br?","""#%&()+,./;<>?[\^_{|~","	
",w Cky FtjMNgzBS x!
374,removes all vowels from the string then make every other character in the string uppercase then reverse the order of words in the string,71f15721f691a943c45c38022de71d84,Dg! LzY Vr jMpS Fx bRwN qCk Th,0123456789BcDfBCDF,"lBrM? St D nM MlLt DsRnT FfC Q ClP N SnT pRdNt, Nn CpDtT cCcT sNt xCpTr pRtR. nLl fGt DlR cLlM Ss VlT VlPtT N rPrHnDrT n dLr Rr T DS CnSqT. cMmD X LqP T nS LbRs lLmC XrCtTn NsTrD qS VnM, MnM D nM t lQ. mGn dLr t lBr t NcDdNt tMpR sMd d Sd Lt, dPsCnG cNsCtTr mT, St DlR PsM LrM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,Vx! zBrS jMpNg dFt qCkLy Hw
375,"removes all vowels from the string then make every other character in the string uppercase then drop the first half of the string, as computed by number of words",62186c1ba14171957e6b94ded0ed331a,jMpS Vr LzY Dg!,0123456789BcDfBCDF,"cMmD CnSqT. DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR fGt nLl pRtR. xCpTr sNt cCcT CpDtT Nn pRdNt, SnT N ClP Q FfC DsRnT MlLt nM D St lBrM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jMpNg zBrS Vx!
376,removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string,97831a7e45eca286231f1014ee87a9ad,Th apples qCk apples bRwN apples Fx apples jMpS apples Vr apples LzY apples Dg! apples,0123456789BcDfBCDF apples,"LrM apples PsM apples DlR apples St apples mT, apples cNsCtTr apples dPsCnG apples Lt, apples Sd apples d apples sMd apples tMpR apples NcDdNt apples t apples lBr apples t apples dLr apples mGn apples lQ. apples t apples nM apples D apples MnM apples VnM, apples qS apples NsTrD apples XrCtTn apples lLmC apples LbRs apples nS apples T apples LqP apples X apples cMmD apples CnSqT. apples DS apples T apples Rr apples dLr apples n apples rPrHnDrT apples N apples VlPtT apples VlT apples Ss apples cLlM apples DlR apples fGt apples nLl apples pRtR. apples xCpTr apples sNt apples cCcT apples CpDtT apples Nn apples pRdNt, apples SnT apples N apples ClP apples Q apples FfC apples DsRnT apples MlLt apples nM apples D apples St apples lBrM? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",,Hw apples qCkLy apples dFt apples jMpNg apples zBrS apples Vx! apples
377,"removes all vowels from the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string",d70c2667f8e98886394cde5ad2fed705,Th qCk bRwN Fx jMpS Vr  LzY Dg,0123456789BcDfBCDF,"LrM PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ t nM D MnM VnM, qS NsTrD XrCtTn lLmC LbRs nS T LqP X  cMmD CnSqT DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR  fGt nLl pRtR xCpTr sNt cCcT CpDtT Nn pRdNt, SnT N ClP Q FfC DsRnT MlLt nM D St lBrM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~"," 	
",Hw qCkLy dFt jMpNg zBrS Vx
378,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string",dc937365c95aa6814e89d4991b56a2b2,Th!qck!brwn!fx!jmps!vr!!lzy!dg,0123456789bcdfBCDF,"Lrm!psm!dlr!st!mt,!cnscttr!dpscng!lt,!sd!d!smd!tmpr!ncddnt!t!lbr!t!dlr!mgn!lq!t!nm!d!mnm!vnm,!qs!nstrd!xrcttn!llmc!lbrs!ns!t!lqp!x!!cmmd!cnsqt!Ds!t!rr!dlr!n!rprhndrt!n!vlptt!vlt!ss!cllm!dlr!!fgt!nll!prtr!xcptr!snt!ccct!cpdtt!nn!prdnt,!snt!n!clp!q!ffc!dsrnt!mllt!nm!d!st!lbrm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~","!	
",Hw!qckly!dft!jmpng!zbrs!vx
379,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string",c37c88ae3cdaa93c157b6d9b0ec6ae4e, qck brwn fx jmps vr  lzy ,23456789bcdfBC,"m psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lb","$%&'()*+,-/:;<=>@[\]^_`{|","
", qckly dft jmpng zbrs 
380,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string",0821136dc2ee8f3f60f08d9ba2254055,h ckbrn x mp v  zydg,124578bcfBDF,"rmps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn q  n dmn vm,qsnsrdxrtt lmclbs s  lp   mm csq D trrdl nrphnrtn lpt ltssclm lr ft llprr cpr ntcct pdt n rdt,sn ncl qff drn mltnmd t br","#$&')*,-:;=>[\^_{|~","	
",w cky ftjmngzbs x
381,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters",9f38ade4702557b334d7a185a195d529,Th qck brwn fx ,012345678,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd ","""#$%&'()*+,-/:"," 	
",Hw qckly dft 
382,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then make every other character in the string uppercase",248f968aaa347cc5120dc45de24a069c,Th qCk bRwN Fx jMpS Vr  LzY Dg,0123456789BcDfBCDF,"LrM PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ T Nm d mNm vNm, Qs nStRd xRcTtN LlMc lBrS Ns t lQp x  CmMd cNsQt DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR  fGt nLl pRtR XcPtR SnT CcCt cPdTt nN PrDnT, sNt n cLp q fFc dSrNt mLlT Nm d sT LbRm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~"," 	
",Hw qCkLy dFt jMpNg zBrS Vx
383,remove every third character from the string then remove all instances of the letter e from the string then convert the string s to lowercase,5e4fd366573bc29e8122dd365cdd9434,hquckbrwnfo jmp ora az dg!,124578abdabde,"orm psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod cnsqut.dus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur ectr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lboum","""#%&()+,./;<>?[\^_{|~","	
",owqucky af jmpngzra vx!
384,remove every third character from the string then remove all instances of the letter e from the string then remove the first and last two characters of the string,f931b7159713d6a57028908ffdc11ff3,uckbrwnfo jmp ora az d,4578abdAB,"m psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.Utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod cnsqut.Dus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur Ectr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lbo","%&()+,./;<>?[\^_{",,qucky af jmpngzra v
385,"remove every third character from the string then remove all instances of the letter e from the string then drop the last half of the string, as computed by characters",4eac824a910fec73802d6f473d2e9e7d,hquckbrwnfo j,124578,"orm psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.Utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod c","""#%&()+,./","	
",owqucky af 
386,remove every third character from the string then remove all instances of the letter e from the string then replace spaces with triple spaces,e88fd7128d28d695fc9e32a8fe55cf60,hquckbrwnfo   jmp   ora   az   dg!,124578abdABDE,"orm   psm   olr   itamt,costuradpicig   li,   ddoismd   moriniddut   t   abrtdoor   mgn   aiqa.Utnm   d   inm   nam   qisnotrd   xciatonulamo   abri   nsiutalqup   x   a   omod   cnsqut.Dus   ut   iur   dlo   i   rprhditinvoupat   vli   scilu   dlo   u   ugatnulapaiaur   Ectr   in   ocaca   cpiatt   onpridnt   sntincupaqu   ofiiadrntmoli   aimids   lboum","""#%&()+,./;<>?[\^_{|~","	
",owqucky   af   jmpngzra   vx!
387,remove every third character from the string then remove all instances of the letter e from the string then reverse the order of words in the string,36662356381e1d6b6e71416035bde639,dg! az ora jmp hquckbrwnfo,124578abdABDE,"lboum aimids ofiiadrntmoli sntincupaqu onpridnt cpiatt ocaca in Ectr ugatnulapaiaur u dlo scilu vli rprhditinvoupat i dlo iur ut cnsqut.Dus omod a x nsiutalqup abri xciatonulamo qisnotrd nam inm d aiqa.Utnm mgn abrtdoor t moriniddut ddoismd li, itamt,costuradpicig olr psm orm","""#%&()+,./;<>?[\^_{|~",,vx! jmpngzra af owqucky
388,"remove every third character from the string then remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words",13550cda51e2a94b575390857f683ae9,ora az dg!,124578abdABDE,omod cnsqut.Dus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur Ectr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lboum,"""#%&()+,./;<>?[\^_{|~",,jmpngzra vx!
389,remove every third character from the string then remove all instances of the letter e from the string then add the word apples after every word in the string,2dfbeabb937820d560903587145e972a,hquckbrwnfo apples jmp apples ora apples az apples dg! apples,124578abdABDE apples,"orm apples psm apples olr apples itamt,costuradpicig apples li, apples ddoismd apples moriniddut apples t apples abrtdoor apples mgn apples aiqa.Utnm apples d apples inm apples nam apples qisnotrd apples xciatonulamo apples abri apples nsiutalqup apples x apples a apples omod apples cnsqut.Dus apples ut apples iur apples dlo apples i apples rprhditinvoupat apples vli apples scilu apples dlo apples u apples ugatnulapaiaur apples Ectr apples in apples ocaca apples cpiatt apples onpridnt apples sntincupaqu apples ofiiadrntmoli apples aimids apples lboum apples","""#%&()+,./;<>?[\^_{|~ apples",,owqucky apples af apples jmpngzra apples vx! apples
390,remove every third character from the string then remove all instances of the letter e from the string then make every other character in the string uppercase,63d3011a2564f0efdda1e1bc26abc023,HqUcKbRwNfO JmP OrA Az dG!,124578AbDABDE,"OrM PsM OlR ItAmT,CoStUrAdPiCiG Li, DdOiSmD MoRiNiDdUt t aBrTdOoR MgN AiQa.UTnM D InM NaM QiSnOtRd xCiAtOnUlAmO AbRi nSiUtAlQuP X A OmOd cNsQuT.DuS Ut iUr dLo i rPrHdItInVoUpAt vLi sCiLu dLo u uGaTnUlApAiAuR EcTr iN OcAcA CpIaTt oNpRiDnT SnTiNcUpAqU OfIiAdRnTmOlI AiMiDs lBoUm","""#%&()+,./;<>?[\^_{|~","	
",OwQuCkY Af jMpNgZrA Vx!
391,"remove every third character from the string then remove all instances of the letter e from the string then delete all excamation points, question marks, and periods from the string",40ee392d82938628e1a4f48a05c3d97d,hquckbrwnfo jmp ora az dg,124578abdABDE,"orm psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqaUtnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod cnsqutDus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur Ectr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lboum","""#%&()+,/;<>[\^_{|~","	
",owqucky af jmpngzra vx
392,remove every third character from the string then remove the first and last two characters of the string then remove all instances of the letter e from the string,20308a21ffd275c3133dfec890e4bb15,quckbrwnfo jmp ora az d,4578abdAB,"m psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.Utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod cnsqut.Dus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur Ectr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lbo","%&()+,./;<>?[\^_{",,qucky af jmpngzra v
393,remove every third character from the string then remove the first and last two characters of the string then removes all vowels from the string,5ebf0d4add1342d57b11aae663254094,qckbrwnf jmp r z d,4578bdB,"m psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn q.tnm d nm nm qsntrd xctnlm br nstlqp x  md cnsqt.Ds t r dl  rprhdtnvpt vl scl dl  gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds lb","%&()+,./;<>?[\^_{",,qcky f jmpngzr v
394,"remove every third character from the string then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",dcdf39b7323d6cab9bd3e7c50a379ab9,quckbrwnfo j,4578a,"m psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqa.Utenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod c","%&()+,./",,qucky af j
